name,type,source_id,source_label,target_id,target_label,transaction_date,value_date,amount,currency,status,exchange_rate,base_amount,base_currency,description
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-08-13,2025-08-13,11.5,CHF,settled,1.0,11.5,CHF,
Bestellung OrellFuessli,expense,Account1,Privatkonto,OrellFuessli,Orell Fuessli,2025-08-13,2025-08-13,96.25,CHF,settled,1.0,96.25,CHF,
Benzin 2025,expense,Account1,Privatkonto,CoopTankstelleTalgutZentrum,Coop Tankstelle Talgut Zentrum,2025-08-15,2025-08-15,80.75,CHF,settled,1.0,80.75,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-08-16,2025-08-16,12.85,CHF,settled,1.0,12.85,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-08-19,2025-08-19,13.95,CHF,settled,1.0,13.95,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-08-22,2025-08-22,15.05,CHF,settled,1.0,15.05,CHF,
Salärzahlung Employer AG,income,EmployerAG,Employer AG,Account1,Privatkonto,2025-08-23,2025-08-23,7464.0,CHF,settled,1.0,7464.0,CHF,
Kreditkarten-Zahlung 2025-08-23,transfer,Account1,Privatkonto,Account3,KK-Konto,2025-08-23,2025-08-23,1313.41,CHF,settled,1.0,1313.41,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-08-25,2025-08-25,14.35,CHF,settled,1.0,14.35,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-08-28,2025-08-28,11.35,CHF,settled,1.0,11.35,CHF,
Krankenkasse,expense,Account1,Privatkonto,Krankenkasse,Krankenkasse,2025-08-29,2025-08-29,982.0,CHF,settled,1.0,982.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-08-31,2025-08-31,14.05,CHF,settled,1.0,14.05,CHF,
Rent,expense,Account1,Privatkonto,Rent,Rent,2025-09-01,2025-09-01,1820.0,CHF,settled,1.0,1820.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-09-03,2025-09-03,13.85,CHF,settled,1.0,13.85,CHF,
Bestellung OrellFuessli,expense,Account1,Privatkonto,OrellFuessli,Orell Fuessli,2025-09-03,2025-09-03,52.45,CHF,settled,1.0,52.45,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-09-06,2025-09-06,13.9,CHF,settled,1.0,13.9,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-09-09,2025-09-09,12.35,CHF,settled,1.0,12.35,CHF,
Benzin 2025,expense,Account1,Privatkonto,CoopTankstelleTalgutZentrum,Coop Tankstelle Talgut Zentrum,2025-09-09,2025-09-09,68.5,CHF,settled,1.0,68.5,CHF,
Mobile Subscription,expense,Account1,Privatkonto,MobileProvider,Mobile Provider,2025-09-10,2025-09-10,19.9,CHF,settled,1.0,19.9,CHF,
Netflix,expense,Account1,Privatkonto,Netflix,Netflix,2025-09-10,2025-09-10,20.9,CHF,settled,1.0,20.9,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-09-12,2025-09-12,12.1,CHF,settled,1.0,12.1,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-09-15,2025-09-15,12.4,CHF,settled,1.0,12.4,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-09-18,2025-09-18,13.45,CHF,settled,1.0,13.45,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-09-21,2025-09-21,15.25,CHF,settled,1.0,15.25,CHF,
Salärzahlung Employer AG,income,EmployerAG,Employer AG,Account1,Privatkonto,2025-09-23,2025-09-23,7464.0,CHF,settled,1.0,7464.0,CHF,
Kreditkarten-Zahlung 2025-09-23,transfer,Account1,Privatkonto,Account3,KK-Konto,2025-09-23,2025-09-23,10018.53,CHF,settled,1.0,10018.53,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-09-24,2025-09-24,11.15,CHF,settled,1.0,11.15,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-09-27,2025-09-27,13.3,CHF,settled,1.0,13.3,CHF,
Krankenkasse,expense,Account1,Privatkonto,Krankenkasse,Krankenkasse,2025-09-29,2025-09-29,982.0,CHF,settled,1.0,982.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-09-30,2025-09-30,11.75,CHF,settled,1.0,11.75,CHF,
Bestellung OrellFuessli,expense,Account1,Privatkonto,OrellFuessli,Orell Fuessli,2025-09-30,2025-09-30,51.95,CHF,settled,1.0,51.95,CHF,
Steuerverwaltung 2. Steuerrate,expense,Account1,Privatkonto,Steuerverwaltung,Steuerverwaltung,2025-09-30,2025-09-30,210.0,CHF,settled,1.0,210.0,CHF,
BKW Akonto 2,expense,Account1,Privatkonto,BKW,BKW,2025-09-30,2025-09-30,210.0,CHF,settled,1.0,210.0,CHF,
Rent,expense,Account1,Privatkonto,Rent,Rent,2025-10-01,2025-10-01,1820.0,CHF,settled,1.0,1820.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-10-03,2025-10-03,12.85,CHF,settled,1.0,12.85,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-10-06,2025-10-06,15.05,CHF,settled,1.0,15.05,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-10-09,2025-10-09,14.9,CHF,settled,1.0,14.9,CHF,
Mobile Subscription,expense,Account1,Privatkonto,MobileProvider,Mobile Provider,2025-10-10,2025-10-10,19.9,CHF,settled,1.0,19.9,CHF,
Netflix,expense,Account1,Privatkonto,Netflix,Netflix,2025-10-10,2025-10-10,20.9,CHF,settled,1.0,20.9,CHF,
Benzin 2025,expense,Account1,Privatkonto,CoopTankstelleTalgutZentrum,Coop Tankstelle Talgut Zentrum,2025-10-10,2025-10-10,81.6,CHF,settled,1.0,81.6,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-10-12,2025-10-12,13.05,CHF,settled,1.0,13.05,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-10-15,2025-10-15,13.3,CHF,settled,1.0,13.3,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-10-18,2025-10-18,15.45,CHF,settled,1.0,15.45,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-10-21,2025-10-21,14.65,CHF,settled,1.0,14.65,CHF,
Salärzahlung Employer AG,income,EmployerAG,Employer AG,Account1,Privatkonto,2025-10-23,2025-10-23,7464.0,CHF,settled,1.0,7464.0,CHF,
Kreditkarten-Zahlung 2025-10-23,transfer,Account1,Privatkonto,Account3,KK-Konto,2025-10-23,2025-10-23,1349.16,CHF,settled,1.0,1349.16,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-10-24,2025-10-24,14.8,CHF,settled,1.0,14.8,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-10-27,2025-10-27,11.45,CHF,settled,1.0,11.45,CHF,
Bestellung OrellFuessli,expense,Account1,Privatkonto,OrellFuessli,Orell Fuessli,2025-10-27,2025-10-27,74.0,CHF,settled,1.0,74.0,CHF,
Krankenkasse,expense,Account1,Privatkonto,Krankenkasse,Krankenkasse,2025-10-29,2025-10-29,982.0,CHF,settled,1.0,982.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-10-30,2025-10-30,11.3,CHF,settled,1.0,11.3,CHF,
Bestellung OrellFuessli,expense,Account1,Privatkonto,OrellFuessli,Orell Fuessli,2025-10-31,2025-10-31,59.35,CHF,settled,1.0,59.35,CHF,
Rent,expense,Account1,Privatkonto,Rent,Rent,2025-11-01,2025-11-01,1820.0,CHF,settled,1.0,1820.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-11-02,2025-11-02,15.0,CHF,settled,1.0,15.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-11-05,2025-11-05,15.45,CHF,settled,1.0,15.45,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-11-08,2025-11-08,14.1,CHF,settled,1.0,14.1,CHF,
Mobile Subscription,expense,Account1,Privatkonto,MobileProvider,Mobile Provider,2025-11-10,2025-11-10,19.9,CHF,settled,1.0,19.9,CHF,
Netflix,expense,Account1,Privatkonto,Netflix,Netflix,2025-11-10,2025-11-10,20.9,CHF,settled,1.0,20.9,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-11-11,2025-11-11,13.6,CHF,settled,1.0,13.6,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-11-14,2025-11-14,13.8,CHF,settled,1.0,13.8,CHF,
Bestellung OrellFuessli,expense,Account1,Privatkonto,OrellFuessli,Orell Fuessli,2025-11-14,2025-11-14,58.9,CHF,settled,1.0,58.9,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-11-17,2025-11-17,15.05,CHF,settled,1.0,15.05,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-11-20,2025-11-20,13.95,CHF,settled,1.0,13.95,CHF,
Salärzahlung Employer AG,income,EmployerAG,Employer AG,Account1,Privatkonto,2025-11-23,2025-11-23,7464.0,CHF,settled,1.0,7464.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-11-23,2025-11-23,12.3,CHF,settled,1.0,12.3,CHF,
Kreditkarten-Zahlung 2025-11-23,transfer,Account1,Privatkonto,Account3,KK-Konto,2025-11-23,2025-11-23,3915.53,CHF,settled,1.0,3915.53,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-11-26,2025-11-26,13.5,CHF,settled,1.0,13.5,CHF,
Bestellung OrellFuessli,expense,Account1,Privatkonto,OrellFuessli,Orell Fuessli,2025-11-26,2025-11-26,95.6,CHF,settled,1.0,95.6,CHF,
Krankenkasse,expense,Account1,Privatkonto,Krankenkasse,Krankenkasse,2025-11-29,2025-11-29,982.0,CHF,settled,1.0,982.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-11-29,2025-11-29,11.8,CHF,settled,1.0,11.8,CHF,
Benzin 2025,expense,Account1,Privatkonto,CoopTankstelleTalgutZentrum,Coop Tankstelle Talgut Zentrum,2025-11-30,2025-11-30,76.9,CHF,settled,1.0,76.9,CHF,
Steuerverwaltung 3. Steuerrate,expense,Account1,Privatkonto,Steuerverwaltung,Steuerverwaltung,2025-11-30,2025-11-30,210.0,CHF,settled,1.0,210.0,CHF,
Rent,expense,Account1,Privatkonto,Rent,Rent,2025-12-01,2025-12-01,1820.0,CHF,settled,1.0,1820.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-12-02,2025-12-02,13.9,CHF,settled,1.0,13.9,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-12-05,2025-12-05,12.3,CHF,settled,1.0,12.3,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-12-08,2025-12-08,12.95,CHF,settled,1.0,12.95,CHF,
Benzin 2025,expense,Account1,Privatkonto,CoopTankstelleTalgutZentrum,Coop Tankstelle Talgut Zentrum,2025-12-08,2025-12-08,58.65,CHF,settled,1.0,58.65,CHF,
Mobile Subscription,expense,Account1,Privatkonto,MobileProvider,Mobile Provider,2025-12-10,2025-12-10,19.9,CHF,settled,1.0,19.9,CHF,
Netflix,expense,Account1,Privatkonto,Netflix,Netflix,2025-12-10,2025-12-10,20.9,CHF,settled,1.0,20.9,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-12-11,2025-12-11,14.3,CHF,settled,1.0,14.3,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-12-14,2025-12-14,12.3,CHF,settled,1.0,12.3,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-12-17,2025-12-17,15.1,CHF,settled,1.0,15.1,CHF,
Autobahnvignette,expense,Account1,Privatkonto,BAZG,Bundesamts für Zoll und Grenzsicherheit (BAZG),2025-12-19,2025-12-19,40.0,CHF,settled,1.0,40.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-12-20,2025-12-20,14.45,CHF,settled,1.0,14.45,CHF,
Bestellung OrellFuessli,expense,Account1,Privatkonto,OrellFuessli,Orell Fuessli,2025-12-20,2025-12-20,95.5,CHF,settled,1.0,95.5,CHF,
Bestellung OrellFuessli,expense,Account1,Privatkonto,OrellFuessli,Orell Fuessli,2025-12-21,2025-12-21,57.15,CHF,settled,1.0,57.15,CHF,
Salärzahlung Employer AG,income,EmployerAG,Employer AG,Account1,Privatkonto,2025-12-23,2025-12-23,7464.0,CHF,settled,1.0,7464.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-12-23,2025-12-23,13.45,CHF,settled,1.0,13.45,CHF,
Kreditkarten-Zahlung 2025-12-23,transfer,Account1,Privatkonto,Account3,KK-Konto,2025-12-23,2025-12-23,287.95,CHF,settled,1.0,287.95,CHF,
Salärzahlung 13. Monatslohn Employer AG,income,EmployerAG,Employer AG,Account1,Privatkonto,2025-12-23,2025-12-23,7464.0,CHF,settled,1.0,7464.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-12-26,2025-12-26,11.75,CHF,settled,1.0,11.75,CHF,
Krankenkasse,expense,Account1,Privatkonto,Krankenkasse,Krankenkasse,2025-12-29,2025-12-29,982.0,CHF,settled,1.0,982.0,CHF,
Mittagessen Kantine Employer AG,expense,Account1,Privatkonto,KantineAG,Kantine AG,2025-12-29,2025-12-29,15.3,CHF,settled,1.0,15.3,CHF,
