name,type,source_id,source_label,target_id,target_label,transaction_date,value_date,amount,currency,status,exchange_rate,base_amount,base_currency,description
Amsler Spielwaren,expense,Account4,Revolut,Amsler_Spielwaren,Amsler Spielwaren,2026-05-10,2026-05-10,24.9,CHF,settled,1.0,24.9,CHF,
Ubiquiti,expense,Account4,Revolut,Ubiquiti,Ubiquiti,2026-05-11,2026-05-11,81.59,CHF,settled,1.0,81.59,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-05-12,2026-05-12,21.85,CHF,settled,1.0,21.85,CHF,
digitec.ch,expense,Account4,Revolut,Digitec_Galaxus,digitec.ch,2026-05-12,2026-05-12,48.14,CHF,settled,1.0,48.14,CHF,
Amsler Spielwaren,expense,Account4,Revolut,Amsler_Spielwaren,Amsler Spielwaren,2026-05-12,2026-05-12,24.9,CHF,settled,1.0,24.9,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-05-12,2026-05-12,28.5,CHF,settled,1.0,28.5,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-05-12,2026-05-12,36.99,CHF,settled,1.0,36.99,CHF,
Bäckerei Lehmann,expense,Account4,Revolut,Baeckerei_Lehmann,Bäckerei Lehmann,2026-05-13,2026-05-13,16.1,CHF,settled,1.0,16.1,CHF,
Vaadin,expense,Account4,Revolut,Vaadin,Vaadin,2026-05-14,2026-05-14,1229.67,CHF,settled,1.0,1229.67,CHF,
Bambu Lab,expense,Account4,Revolut,Bambu_Lab,Bambu Lab,2026-05-16,2026-05-16,1921.23,CHF,settled,1.0,1921.23,CHF,
Volg,expense,Account4,Revolut,Volg,Volg,2026-05-16,2026-05-16,80.45,CHF,settled,1.0,80.45,CHF,
Mazlaria Venzin SA,expense,Account4,Revolut,Mazlaria_Venzin,Mazlaria Venzin,2026-05-16,2026-05-16,7.7,CHF,settled,1.0,7.7,CHF,
Volg,expense,Account4,Revolut,Volg,Volg,2026-05-17,2026-05-17,37.45,CHF,settled,1.0,37.45,CHF,
Humble Bundle,expense,Account4,Revolut,Humble_Bundle,Humble Bundle,2026-05-17,2026-05-17,15.03,CHF,settled,1.0,15.03,CHF,
Inside Laax Unlimited,expense,Account4,Revolut,Mountain_Vision,Inside Laax Unlimited,2026-05-18,2026-05-18,75,CHF,settled,1.0,75,CHF,
Lucky's Thai Food,expense,Account4,Revolut,Luckys_Thai,Lucky's Thai Food,2026-05-19,2026-05-19,20,CHF,settled,1.0,20,CHF,
Netflix,expense,Account4,Revolut,Netflix,Netflix,2026-05-20,2026-05-20,36.8,CHF,settled,1.0,36.8,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-05-20,2026-05-20,31.05,CHF,settled,1.0,31.05,CHF,
Microsoft,expense,Account4,Revolut,Microsoft,Microsoft,2026-05-21,2026-05-21,139.95,CHF,settled,1.0,139.95,CHF,
The Barber Parado,expense,Account4,Revolut,Barber_Parado,The Barber Parado,2026-05-21,2026-05-21,150,CHF,settled,1.0,150,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-05-22,2026-05-22,14.5,CHF,settled,1.0,14.5,CHF,
UPS,expense,Account4,Revolut,UPS,UPS,2026-05-22,2026-05-22,98.45,CHF,settled,1.0,98.45,CHF,
Shell,expense,Account4,Revolut,Shell,Shell,2026-05-23,2026-05-23,87.38,CHF,settled,1.0,87.38,CHF,
Marché,expense,Account4,Revolut,Marche,Marché,2026-05-23,2026-05-23,41.8,CHF,settled,1.0,41.8,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-05-23,2026-05-23,9.45,CHF,settled,1.0,9.45,CHF,
Google One,expense,Account4,Revolut,Google_One,Google One,2026-05-23,2026-05-23,3,CHF,settled,1.0,3,CHF,
Google Micromacro Dow,expense,Account4,Revolut,Google_Play,Google Play,2026-05-24,2026-05-24,5.49,CHF,settled,1.0,5.49,CHF,
Bambu Lab,expense,Account4,Revolut,Bambu_Lab,Bambu Lab,2026-05-26,2026-05-26,119.97,CHF,settled,1.0,119.97,CHF,
Frau Gerolds Garten,expense,Account4,Revolut,Frau_Gerolds_Garten,Frau Gerolds Garten,2026-05-27,2026-05-27,23.98,CHF,settled,1.0,23.98,CHF,
Subway,expense,Account4,Revolut,Subway,Subway,2026-05-27,2026-05-27,19.3,CHF,settled,1.0,19.3,CHF,
Westhive,expense,Account4,Revolut,Westhive,Westhive,2026-05-28,2026-05-28,17.9,CHF,settled,1.0,17.9,CHF,
Tortugaa,expense,Account4,Revolut,Tortugaa,Tortugaa,2026-05-29,2026-05-29,28,CHF,settled,1.0,28,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-05-30,2026-05-30,96.75,CHF,settled,1.0,96.75,CHF,
Westhive,expense,Account4,Revolut,Westhive,Westhive,2026-06-03,2026-06-03,17.9,CHF,settled,1.0,17.9,CHF,
Fp Zh Sihlcity,expense,Account4,Revolut,Fitnesspark,Fitnesspark,2026-06-04,2026-06-04,290,CHF,settled,1.0,290,CHF,
digitec.ch,expense,Account4,Revolut,Digitec_Galaxus,digitec.ch,2026-06-04,2026-06-04,127.03,CHF,settled,1.0,127.03,CHF,
Topden Bowls,expense,Account4,Revolut,Topden_Bowls,Topden Bowls,2026-06-05,2026-06-05,19,CHF,settled,1.0,19,CHF,
Babu's Bakery & Coffeehouse,expense,Account4,Revolut,Babus,Babu's Bakery & Coffeehouse,2026-06-07,2026-06-07,46.59,CHF,settled,1.0,46.59,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-06-10,2026-06-10,62.99,CHF,settled,1.0,62.99,CHF,
Migros,expense,Account4,Revolut,Migros,Migros,2026-06-10,2026-06-10,136.45,CHF,settled,1.0,136.45,CHF,
Google War Regions Ta,expense,Account4,Revolut,Google_Play,Google Play,2026-06-11,2026-06-11,4.9,CHF,settled,1.0,4.9,CHF,
JUMBO,expense,Account4,Revolut,Jumbo,JUMBO,2026-06-12,2026-06-12,10.9,CHF,settled,1.0,10.9,CHF,
Migros,expense,Account4,Revolut,Migros,Migros,2026-06-12,2026-06-12,18.6,CHF,settled,1.0,18.6,CHF,
Wal Westhive,expense,Account4,Revolut,Westhive,Westhive,2026-06-12,2026-06-12,22.8,CHF,settled,1.0,22.8,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-06-15,2026-06-15,13,CHF,settled,1.0,13,CHF,
Mr. Tenzin,expense,Account4,Revolut,Mr_Tenzin,Mr. Tenzin,2026-06-15,2026-06-15,38.4,CHF,settled,1.0,38.4,CHF,
Allianz Cinema,expense,Account4,Revolut,Cinerent,Allianz Cinema,2026-06-16,2026-06-16,32,CHF,settled,1.0,32,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-06-17,2026-06-17,69.9,CHF,settled,1.0,69.9,CHF,
Phill’s BBQ,expense,Account4,Revolut,Phills_BBQ,Phill's BBQ,2026-06-17,2026-06-17,21.5,CHF,settled,1.0,21.5,CHF,
Wesley's Kitchen,expense,Account4,Revolut,Wesleys_Kitchen,Wesley's Kitchen,2026-06-19,2026-06-19,19.5,CHF,settled,1.0,19.5,CHF,
digitec.ch,expense,Account4,Revolut,Digitec_Galaxus,digitec.ch,2026-06-19,2026-06-19,280.06,CHF,settled,1.0,280.06,CHF,
Medbase Apotheken,expense,Account4,Revolut,Medbase_Apotheken,Medbase Apotheken,2026-06-20,2026-06-20,100,CHF,settled,1.0,100,CHF,
Stadtspital Zürich Triemli,expense,Account4,Revolut,Stadtspital_Triemli,Stadtspital Zürich Triemli,2026-06-20,2026-06-20,16.2,CHF,settled,1.0,16.2,CHF,
Taxibetrieb Akkus,expense,Account4,Revolut,Taxibetrieb_Akkus,Taxibetrieb Akkus,2026-06-20,2026-06-20,39.4,CHF,settled,1.0,39.4,CHF,
Netflix,expense,Account4,Revolut,Netflix,Netflix,2026-06-20,2026-06-20,36.8,CHF,settled,1.0,36.8,CHF,
Bambu Lab,income,Bambu_Lab,Bambu Lab,Account4,Revolut,2026-06-21,2026-06-21,1921.23,CHF,settled,1.0,1921.23,CHF,
Parkhaus Brunaupark,expense,Account4,Revolut,Parkhaus_Brunaupark,Parkhaus Brunaupark,2026-06-21,2026-06-21,1,CHF,settled,1.0,1,CHF,
Migros,expense,Account4,Revolut,Migros,Migros,2026-06-21,2026-06-21,129.65,CHF,settled,1.0,129.65,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-06-22,2026-06-22,34.5,CHF,settled,1.0,34.5,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-06-23,2026-06-23,5.3,CHF,settled,1.0,5.3,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-06-23,2026-06-23,5.95,CHF,settled,1.0,5.95,CHF,
Google One,expense,Account4,Revolut,Google_One,Google One,2026-06-23,2026-06-23,3,CHF,settled,1.0,3,CHF,
SBB CFF FFS,expense,Account4,Revolut,SBB,SBB CFF FFS,2026-06-24,2026-06-24,11.4,CHF,settled,1.0,11.4,CHF,
Grande Gusto,expense,Account4,Revolut,Grande_Gusto,Grande Gusto,2026-06-24,2026-06-24,9,CHF,settled,1.0,9,CHF,
air up,expense,Account4,Revolut,Air_Up,air up,2026-06-28,2026-06-28,71.9,CHF,settled,1.0,71.9,CHF,
Läderach,expense,Account4,Revolut,Laederach,Läderach,2026-06-28,2026-06-28,36.8,CHF,settled,1.0,36.8,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-06-28,2026-06-28,9.4,CHF,settled,1.0,9.4,CHF,
Stadtspital Zürich Triemli,expense,Account4,Revolut,Stadtspital_Triemli,Stadtspital Zürich Triemli,2026-06-28,2026-06-28,8.8,CHF,settled,1.0,8.8,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-06-28,2026-06-28,136.75,CHF,settled,1.0,136.75,CHF,
Die Schweizerische Post,expense,Account4,Revolut,www.post.ch,Die Schweizerische Post,2026-06-30,2026-06-30,6.8,CHF,settled,1.0,6.8,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-06-30,2026-06-30,12,CHF,settled,1.0,12,CHF,
Die Schweizerische Post,expense,Account4,Revolut,www.post.ch,Die Schweizerische Post,2026-06-30,2026-06-30,4.5,CHF,settled,1.0,4.5,CHF,
Stadtspital Zürich Triemli,expense,Account4,Revolut,Stadtspital_Triemli,Stadtspital Zürich Triemli,2026-07-01,2026-07-01,3,CHF,settled,1.0,3,CHF,
Coop Vitality,expense,Account4,Revolut,Coop_Vitality,Coop Vitality,2026-07-01,2026-07-01,15.95,CHF,settled,1.0,15.95,CHF,
Google Emergency Hq F,expense,Account4,Revolut,Google_Play,Google Play,2026-07-02,2026-07-02,18,CHF,settled,1.0,18,CHF,
Spoon Thai Kitchen,expense,Account4,Revolut,Spoon_Thai,Spoon Thai Kitchen,2026-07-04,2026-07-04,17,CHF,settled,1.0,17,CHF,
Büro Meier,expense,Account4,Revolut,Buero_Meier,Büro Meier,2026-07-05,2026-07-05,25.9,CHF,settled,1.0,25.9,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-07-07,2026-07-07,83.6,CHF,settled,1.0,83.6,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-07-07,2026-07-07,4.7,CHF,settled,1.0,4.7,CHF,
Swiss,expense,Account4,Revolut,Swiss,SWISS,2026-07-07,2026-07-07,390.4,CHF,settled,1.0,390.4,CHF,
Swiss,expense,Account4,Revolut,Swiss,SWISS,2026-07-07,2026-07-07,16,CHF,settled,1.0,16,CHF,
Starbucks,expense,Account4,Revolut,Starbucks,Starbucks Coffee,2026-07-09,2026-07-09,18.9,CHF,settled,1.0,18.9,CHF,
Sternen Grill,expense,Account4,Revolut,Sternen_Grill,Sternen Grill,2026-07-10,2026-07-10,22.89,CHF,settled,1.0,22.89,CHF,
2 B Wild,expense,Account4,Revolut,Two_B_Wild,2 B Wild,2026-07-10,2026-07-10,114.2,CHF,settled,1.0,114.2,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-07-10,2026-07-10,8,CHF,settled,1.0,8,CHF,
Aligro,expense,Account4,Revolut,Aligro,Aligro,2026-07-10,2026-07-10,336.95,CHF,settled,1.0,336.95,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-07-11,2026-07-11,30,CHF,settled,1.0,30,CHF,
Deliz Asia,expense,Account4,Revolut,Deliz_Asia,Deliz Asia,2026-07-11,2026-07-11,18,CHF,settled,1.0,18,CHF,
Zart,expense,Account4,Revolut,Zart,Zart,2026-07-12,2026-07-12,26.78,CHF,settled,1.0,26.78,CHF,
Ayverdi's,expense,Account4,Revolut,Ayverdis,Ayverdi's,2026-07-12,2026-07-12,33,CHF,settled,1.0,33,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-07-12,2026-07-12,5.65,CHF,settled,1.0,5.65,CHF,
migrolino,expense,Account4,Revolut,Migros,migrolino,2026-07-15,2026-07-15,4.6,CHF,settled,1.0,4.6,CHF,
Papa Burrito,expense,Account4,Revolut,Papa_Burrito,Papa Burrito,2026-07-15,2026-07-15,12.15,CHF,settled,1.0,12.15,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-07-15,2026-07-15,15.65,CHF,settled,1.0,15.65,CHF,
Thai Wok Kitchen,expense,Account4,Revolut,Thai_Wok_Kitchen,Thai Wok Kitchen,2026-07-15,2026-07-15,28.05,CHF,settled,1.0,28.05,CHF,
MediaMarkt,expense,Account4,Revolut,Mediamarkt_AG,MediaMarkt,2026-07-16,2026-07-16,699,CHF,settled,1.0,699,CHF,
digitec.ch,expense,Account4,Revolut,Digitec_Galaxus,digitec.ch,2026-07-16,2026-07-16,73.34,CHF,settled,1.0,73.34,CHF,
Topden Bowls,expense,Account4,Revolut,Topden_Bowls,Topden Bowls,2026-07-17,2026-07-17,19,CHF,settled,1.0,19,CHF,
Museum Rietberg,expense,Account4,Revolut,Museum_Rietberg,Museum Rietberg,2026-07-19,2026-07-19,14.3,CHF,settled,1.0,14.3,CHF,
Coop Vitality,expense,Account4,Revolut,Coop_Vitality,Coop Vitality,2026-07-19,2026-07-19,24.4,CHF,settled,1.0,24.4,CHF,
Migros,expense,Account4,Revolut,Migros,Migros,2026-07-19,2026-07-19,47.7,CHF,settled,1.0,47.7,CHF,
Netflix,expense,Account4,Revolut,Netflix,Netflix,2026-07-20,2026-07-20,36.8,CHF,settled,1.0,36.8,CHF,
digitec.ch,expense,Account4,Revolut,Digitec_Galaxus,digitec.ch,2026-07-21,2026-07-21,323.7,CHF,settled,1.0,323.7,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-07-22,2026-07-22,5.3,CHF,settled,1.0,5.3,CHF,
Søstrene Grene,expense,Account4,Revolut,Soestrene_Grene,Søstrene Grene,2026-07-22,2026-07-22,36.38,CHF,settled,1.0,36.38,CHF,
Lidl,expense,Account4,Revolut,Lidl,Lidl,2026-07-23,2026-07-23,4.06,CHF,settled,1.0,4.06,CHF,
Google One,expense,Account4,Revolut,Google_One,Google One,2026-07-23,2026-07-23,3,CHF,settled,1.0,3,CHF,
Vienna Pass,expense,Account4,Revolut,Vienna_Pass,Vienna Pass,2026-07-24,2026-07-24,293.37,CHF,settled,1.0,293.37,CHF,
Lugeck Figlmüller Wien,expense,Account4,Revolut,Figlmueller,Figlmüller,2026-07-24,2026-07-24,101.52,CHF,settled,1.0,101.52,CHF,
DO & CO,expense,Account4,Revolut,Do_and_Co,DO & CO,2026-07-24,2026-07-24,8.85,CHF,settled,1.0,8.85,CHF,
ÖBB,expense,Account4,Revolut,OEBB,ÖBB,2026-07-24,2026-07-24,27.77,CHF,settled,1.0,27.77,CHF,
Manner,expense,Account4,Revolut,Manner,Manner,2026-07-24,2026-07-24,25.29,CHF,settled,1.0,25.29,CHF,
CRO,expense,Account4,Revolut,CRO,CRO,2026-07-25,2026-07-25,19.38,CHF,settled,1.0,19.38,CHF,
Schlos Schonbrunn,expense,Account4,Revolut,Schloss_Schoenbrunn,Schloss Schönbrunn,2026-07-25,2026-07-25,3.64,CHF,settled,1.0,3.64,CHF,
Tiergarten Schönbrunn,expense,Account4,Revolut,Tiergarten_Schoenbrunn,Tiergarten Schönbrunn,2026-07-25,2026-07-25,54.07,CHF,settled,1.0,54.07,CHF,
UBox,expense,Account4,Revolut,UBox,UBox,2026-07-25,2026-07-25,14.96,CHF,settled,1.0,14.96,CHF,
Café Bel Étage,expense,Account4,Revolut,Cafe_Bel_Etage,Café Bel Étage,2026-07-25,2026-07-25,41.93,CHF,settled,1.0,41.93,CHF,
Peek & Cloppenburg,expense,Account4,Revolut,Peek_Cloppenburg,Peek & Cloppenburg,2026-07-25,2026-07-25,55.89,CHF,settled,1.0,55.89,CHF,
Teehaus Haas Haas,expense,Account4,Revolut,Haas_und_Haas,Teehaus Haas & Haas,2026-07-26,2026-07-26,45.12,CHF,settled,1.0,45.12,CHF,
Uber,expense,Account4,Revolut,Uber,Uber,2026-07-26,2026-07-26,9.8,CHF,settled,1.0,9.8,CHF,
Uber,expense,Account4,Revolut,Uber,Uber,2026-07-26,2026-07-26,1.87,CHF,settled,1.0,1.87,CHF,
Lk Langos Og,expense,Account4,Revolut,Lk_Langos,LK Langos,2026-07-27,2026-07-27,19.12,CHF,settled,1.0,19.12,CHF,
Bio Cafe Bluetezeit,expense,Account4,Revolut,Bio_Cafe_Bluetezeit,Bio Cafe Blütezeit,2026-07-27,2026-07-27,33.57,CHF,settled,1.0,33.57,CHF,
Uber,expense,Account4,Revolut,Uber,Uber,2026-07-27,2026-07-27,8.71,CHF,settled,1.0,8.71,CHF,
Akakiko,expense,Account4,Revolut,Akakiko,Akakiko,2026-07-27,2026-07-27,13.34,CHF,settled,1.0,13.34,CHF,
Schlawiener Wirtshaus,expense,Account4,Revolut,Schlawiener,Schlawiener Wirtshaus,2026-07-27,2026-07-27,130.5,CHF,settled,1.0,130.5,CHF,
Terrassencafé Im Hundertwasserhaus,expense,Account4,Revolut,Terrassencafe_Hundertwasser,Terrassencafé im Hundertwasserhaus,2026-07-27,2026-07-27,10.26,CHF,settled,1.0,10.26,CHF,
Motto am Fluss,expense,Account4,Revolut,Motto_am_Fluss,Motto am Fluss,2026-07-28,2026-07-28,24.22,CHF,settled,1.0,24.22,CHF,
Bäckerei Öfferl,expense,Account4,Revolut,Baeckerei_Oefferl,Bäckerei Öfferl,2026-07-28,2026-07-28,44.69,CHF,settled,1.0,44.69,CHF,
Albertina,expense,Account4,Revolut,Albertina,Albertina,2026-07-28,2026-07-28,45.59,CHF,settled,1.0,45.59,CHF,
SPAR Food & Fuel,expense,Account4,Revolut,SPAR,SPAR,2026-07-28,2026-07-28,9.85,CHF,settled,1.0,9.85,CHF,
Figlmüller,expense,Account4,Revolut,Figlmueller,Figlmüller,2026-07-28,2026-07-28,74.66,CHF,settled,1.0,74.66,CHF,
Apotheke zum römischen Kaiser,expense,Account4,Revolut,Apotheke_Roemischer_Kaiser,Apotheke zum römischen Kaiser,2026-07-28,2026-07-28,9.04,CHF,settled,1.0,9.04,CHF,
Augenweide,expense,Account4,Revolut,Augenweide,Augenweide,2026-07-29,2026-07-29,6.59,CHF,settled,1.0,6.59,CHF,
Wilde Aparthotels,expense,Account4,Revolut,Wilde_Aparthotels,Wilde Aparthotels,2026-07-30,2026-07-30,23.62,CHF,settled,1.0,23.62,CHF,
Heinemann Duty-free,expense,Account4,Revolut,Heinemann,Heinemann Duty-free,2026-07-30,2026-07-30,71.07,CHF,settled,1.0,71.07,CHF,
Topden Bowls,expense,Account4,Revolut,Topden_Bowls,Topden Bowls,2026-07-31,2026-07-31,19,CHF,settled,1.0,19,CHF,
digitec.ch,income,Digitec_Galaxus,digitec.ch,Account4,Revolut,2026-07-31,2026-07-31,323.7,CHF,settled,1.0,323.7,CHF,
The Barber Parado,expense,Account4,Revolut,Barber_Parado,The Barber Parado,2026-07-31,2026-07-31,150,CHF,settled,1.0,150,CHF,
Thai Style Restaurant,expense,Account4,Revolut,Thai_Style,Thai Style Restaurant,2026-08-01,2026-08-01,22.8,CHF,settled,1.0,22.8,CHF,
Sodano,expense,Account4,Revolut,Sodano,Sodano,2026-08-02,2026-08-02,71.3,CHF,settled,1.0,71.3,CHF,
Coop Pronto,expense,Account4,Revolut,Coop,Coop Pronto,2026-08-03,2026-08-03,12.9,CHF,settled,1.0,12.9,CHF,
dieci,expense,Account4,Revolut,Dieci,dieci,2026-08-03,2026-08-03,98,CHF,settled,1.0,98,CHF,
CLAUDE,expense,Account4,Revolut,Claude,Claude,2026-08-03,2026-08-03,175.33,CHF,settled,1.0,175.33,CHF,
Hungry Pita,expense,Account4,Revolut,Hungry_Pita,Hungry Pita,2026-08-05,2026-08-05,18.5,CHF,settled,1.0,18.5,CHF,
Migros,expense,Account4,Revolut,Migros,Migros,2026-08-05,2026-08-05,2.75,CHF,settled,1.0,2.75,CHF,
Spoon Thai Kitchen,expense,Account4,Revolut,Spoon_Thai,Spoon Thai Kitchen,2026-08-07,2026-08-07,21,CHF,settled,1.0,21,CHF,
Migros,expense,Account4,Revolut,Migros,Migros,2026-08-08,2026-08-08,19.4,CHF,settled,1.0,19.4,CHF,
Wal Westhive,expense,Account4,Revolut,Westhive,Westhive,2026-08-08,2026-08-08,16.9,CHF,settled,1.0,16.9,CHF,
Just Eat,expense,Account4,Revolut,Just_Eat,Just Eat,2026-08-09,2026-08-09,26.32,CHF,settled,1.0,26.32,CHF,
Migros Take Away,expense,Account4,Revolut,Migros,Migros Take Away,2026-08-09,2026-08-09,13.15,CHF,settled,1.0,13.15,CHF,
Just Eat,expense,Account4,Revolut,Just_Eat,Just Eat,2026-08-10,2026-08-10,34.8,CHF,settled,1.0,34.8,CHF,
Eni,expense,Account4,Revolut,Eni,Eni,2026-08-10,2026-08-10,104.01,CHF,settled,1.0,104.01,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-08-10,2026-08-10,48.46,CHF,settled,1.0,48.46,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-08-10,2026-08-10,87.96,CHF,settled,1.0,87.96,CHF,
Old Aleppo,expense,Account4,Revolut,Old_Aleppo,Old Aleppo,2026-08-12,2026-08-12,14,CHF,settled,1.0,14,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-08-13,2026-08-13,22.2,CHF,settled,1.0,22.2,CHF,
digitec.ch,expense,Account4,Revolut,Digitec_Galaxus,digitec.ch,2026-08-15,2026-08-15,97.34,CHF,settled,1.0,97.34,CHF,
Deliz Asia,expense,Account4,Revolut,Deliz_Asia,Deliz Asia,2026-08-15,2026-08-15,18,CHF,settled,1.0,18,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-08-16,2026-08-16,6.9,CHF,settled,1.0,6.9,CHF,
Ikea,expense,Account4,Revolut,IKEA,IKEA,2026-08-16,2026-08-16,121.18,CHF,settled,1.0,121.18,CHF,
Smyths Toys Superstores,expense,Account4,Revolut,Smyths_Toys,Smyths Toys,2026-08-16,2026-08-16,95.9,CHF,settled,1.0,95.9,CHF,
Pathé,expense,Account4,Revolut,Pathe,Pathé,2026-08-17,2026-08-17,41.3,CHF,settled,1.0,41.3,CHF,
digitec.ch,expense,Account4,Revolut,Digitec_Galaxus,digitec.ch,2026-08-18,2026-08-18,421.77,CHF,settled,1.0,421.77,CHF,
Imbiss Sargon,expense,Account4,Revolut,Imbiss_Sargon,Imbiss Sargon,2026-08-19,2026-08-19,13.5,CHF,settled,1.0,13.5,CHF,
Netflix,expense,Account4,Revolut,Netflix,Netflix,2026-08-20,2026-08-20,36.8,CHF,settled,1.0,36.8,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-08-21,2026-08-21,26.4,CHF,settled,1.0,26.4,CHF,
Westhive,expense,Account4,Revolut,Westhive,Westhive,2026-08-21,2026-08-21,17.9,CHF,settled,1.0,17.9,CHF,
Kickstarter,expense,Account4,Revolut,Kickstarter,Kickstarter,2026-08-21,2026-08-21,70.77,CHF,settled,1.0,70.77,CHF,
Wal Westhive,expense,Account4,Revolut,Westhive,Westhive,2026-08-22,2026-08-22,22.8,CHF,settled,1.0,22.8,CHF,
Google One,expense,Account4,Revolut,Google_One,Google One,2026-08-23,2026-08-23,3,CHF,settled,1.0,3,CHF,
